2024年入库科技型中小企业名单（以下数据仅限于科技型中小企业评价工作的相关应用，严禁数据公开或用于其他任何非授权目的）,,,,,
20275,河南红点信息科技有限公司,,,,
20276,三门峡汇盛电工科技有限公司,,,,
20277,南阳市至领电气安装有限公司,,,,
20278,河南盛程实业有限公司,,,,
20279,邓州星光实业有限公司,,,,
20280,桐柏县富宏牧业有限公司,,,,
20281,河南水鑫环保科技有限公司,,,,
20282,许昌群益麻塑制品有限公司,,,,
20283,河南西门贝尔智能科技有限公司,,,,
20284,洛阳视印文化传播有限公司,,,,
20285,唐河县豪旺农作物种植专业合作社,,,,
20286,郑州精华实业有限公司,,,,
20287,安阳精盾耐材有限公司,,,,
20288,林州大今网络科技有限公司,,,,
20289,镇平县泰众工艺品制造有限公司,,,,
20290,濮阳市凯利粮业有限公司,,,,
20291,许昌荣捷电气设备有限公司,,,,
20292,范县黄河实业有限公司,,,,
20293,河南红满天面业有限公司,,,,
20294,南阳市鑫磊石材有限公司,,,,
20295,唐河县速腾建筑劳务分包有限公司,,,,
20296,许昌市阿兰朵教育咨询有限公司,,,,
20297,洛阳亮才管业有限公司,,,,
20298,上海仙代生物科技（商丘）有限公司,,,,
20299,南阳微防电机有限公司,,,,
20300,郑州裕恒科技有限公司,,,,
20301,河南雲冠机车装备有限公司,,,,
20302,河南锦之铭建筑设计有限公司,,,,
20303,郑州宏丰电力科技有限公司,,,,
20304,鹿邑县迪康医疗器械有限公司,,,,
20305,河南升泽检测设备有限公司,,,,
20306,南阳市淯兴商品混凝土有限公司,,,,
20307,桐柏清风农林有限公司,,,,
20308,河南双飞农业科技发展有限公司,,,,
20309,鄢陵县德润装饰工程有限公司,,,,
20310,南阳伟华光学有限公司,,,,
20311,南阳市裕蓝田机械设备有限公司,,,,
20312,南阳宛北药业有限公司,,,,
20313,林州市朝阳汽车配件有限公司,,,,
20314,锐杰微科技（郑州）有限公司,,,,
20315,洛阳龙祥新材料科技有限公司,,,,
20316,新密市八威炉料有限责任公司,,,,
20317,南阳市鑫旺供水设备配件有限公司,,,,
20318,三门峡升力新材料有限公司,,,,
20319,安阳合和塑胶有限责任公司,,,,
20320,南阳永兴机械有限公司,,,,
20321,巩义市豫源建筑工程材料有限责任公司,,,,
20322,南阳市宛北艾草制品有限公司,,,,
20323,上蔡县佳洁保洁服务有限公司,,,,
20324,桐柏县鸿大农业有限公司,,,,
20325,南阳广润建材有限公司,,,,
20326,河南邓工机械制造有限公司,,,,
20327,南阳大旗石化工程股份有限公司,,,,
20328,河南省三川游乐设备有限公司,,,,
20329,桐柏县国山中药材种植专业合作社,,,,
20330,河南赛肯通信材料有限公司,,,,
20331,洛阳博高机械科技有限公司,,,,
20332,洛阳市源古青铜器有限公司,,,,
20333,河南丹洋生物科技有限公司,,,,
20334,河南水栽竹数字科技有限公司,,,,
20335,桐柏综联冬桃种植专业合作社,,,,
20336,河南镭沃医疗科技有限公司,,,,
20337,信阳市汇盈创业孵化有限公司,,,,
20338,河南德派雅门窗有限公司,,,,
20339,平顶山市龙峰锅业有限公司,,,,
20340,开封市泽宇机械制造有限公司,,,,
20341,河南国益空气液化有限公司,,,,
20342,南阳市独山玉矿有限公司,,,,
20343,河南宝千信息技术有限公司,,,,
20344,河南琳耀机械制造有限公司,,,,
20345,郑州鼎恒电子科技有限公司,,,,
20346,河南丰智农业科技有限公司,,,,
20347,河南驰茂生物科技有限公司,,,,
20348,林州市升华幕墙门窗有限公司,,,,
20349,南阳金扬电气设备有限公司,,,,
20350,南阳丽博雅家具有限公司,,,,
20351,河南省交通检测技术研究院有限公司,,,,
20352,北方华佗（河南）药业有限公司,,,,
20353,清丰眠馨寝具有限公司,,,,
20354,河南合盛兴包装材料有限公司,,,,
20355,南阳三泽堂生物科技有限公司,,,,
20356,南阳润恩光电科技有限公司,,,,
20357,鄢陵县煜诚建筑材料购销有限公司,,,,
20358,范县胜利面业有限公司,,,,
20359,邓州市安胜能源科技有限公司,,,,
20360,河南艾族科技实业有限公司,,,,
20361,内乡县江禹防水防腐工程有限公司,,,,
20362,台前县舞琳舞蹈服饰鞋业有限公司,,,,
20363,桐柏富群药材有限公司,,,,
20364,南阳陈艾坊天然艾草制品有限公司,,,,
20365,林州市宏翔机械设备有限公司,,,,
20366,河南省纳禾自动化系统有限公司,,,,
20367,河南金恒矿山机械有限公司,,,,
20368,河南游汇互娱网络科技有限公司,,,,
20369,邓州市浩捷成箱包有限公司,,,,
20370,洛阳鑫润信息科技有限公司,,,,
20371,洛阳周鼎仿古工艺有限公司,,,,
20372,南阳市豫灸堂艾草制品有限公司,,,,
20373,许昌文轩发制品有限公司,,,,
20374,河南英模铝业有限公司,,,,
20375,河南同登新材料科技有限公司,,,,
20376,河南品辰智能科技有限公司,,,,
20377,河南物微联电子科技有限公司,,,,
20378,桐柏县宏鑫生物科技有限公司,,,,
20379,漯河市江河消防设备有限公司,,,,
20380,郑州博中岳科技有限责任公司,,,,
20381,河南泽远网络科技有限公司,,,,
20382,河南省卡尔兰门窗有限公司,,,,
20383,洛阳景泽环保科技有限公司,,,,
20384,河南中煦建筑工程有限公司,,,,
20385,南阳五月节艾草制品有限公司,,,,
20386,南阳市兴德农业科技有限公司,,,,
20387,南阳韶艾艾草生物科技有限公司,,,,
20388,桐柏县曹河村聚心农牧专业合作社,,,,
20389,三门峡西交技术转移有限公司,,,,
20390,唐河县腾扬农业发展有限公司,,,,
20391,方城县小史店魏庄互助光荣中药材种植专业合作社,,,,
20392,社旗县诚固包装制品有限公司,,,,
20393,鄢陵县东坡农机农民专业合作社,,,,
20394,南阳市粮农投购销贸易有限公司,,,,
20395,河南节源环保科技有限公司,,,,
20396,南阳仲荣百草制品有限公司,,,,
20397,信阳市钰仁五金制品有限公司,,,,
20398,河南科耐高新材料有限责任公司,,,,
20399,开封市水大流量计量科技有限公司,,,,
20400,河南朝明教育科技有限公司,,,,
20401,郑州生元仪器有限公司,,,,
20402,郑州博瑞卡特工具有限公司,,,,
20403,河南丰图测绘服务有限公司,,,,
20404,南阳江山注油器设备有限公司,,,,
20405,桐柏县兴源机械维修有限公司,,,,
20406,河南瑞斯奇新材料有限公司,,,,
20407,许昌市建安区腾龙建材有限公司,,,,
20408,汝阳县温馨种植专业合作社,,,,
20409,河南正布信息科技有限公司,,,,
20410,南阳万银精细化工有限公司,,,,
20411,南阳飞扬护栏有限公司,,,,
20412,洛阳中易联大生物科技有限公司,,,,
20413,桐柏县永源矿业有限公司,,,,
20414,南阳市艾德宝艾制品有限公司,,,,
20415,郑州佰谷信息技术有限公司,,,,
20416,河南卓航智能科技有限公司,,,,
20417,河南善瑞电子科技有限公司,,,,
20418,镇平县义龙农机农民专业合作社,,,,
20419,郑州鼎盛智能装备制造有限公司,,,,
20420,河南义常顺新能源科技有限公司,,,,
20421,南阳龙扬新型护栏有限公司,,,,
20422,南阳市久源木业包装有限公司,,,,
20423,河南水沐凡达数字科技有限公司,,,,
20424,郑州东怡欣智能科技有限公司,,,,
20425,伊川县杨海山丰鸣种植农民专业合作社,,,,
20426,桐柏县尔钰农业有限公司,,,,
20427,河南立安新型建材有限公司,,,,
20428,商丘明真文化传播有限公司,,,,
20429,郑州大东制衣有限公司,,,,
20430,河南铭硕电子有限公司,,,,
20431,清丰华南家居有限公司,,,,
20432,河南省华兴电瓷电器制造有限公司,,,,
20433,南阳璟轩木业有限公司,,,,
20434,许昌合仁新型建材有限公司,,,,
20435,河南晟豫新材料有限公司,,,,
20436,桐柏县三羊农业科技有限公司,,,,
20437,郑州帝恩爱斯网络科技有限公司,,,,
20438,河南渔联大数据科技有限公司,,,,
20439,开封永达创新电机有限公司,,,,
20440,南阳市恒昊生态旅游有限公司,,,,
20441,河南林湾建设工程有限公司,,,,
20442,新乡市合力鑫电源有限公司,,,,
20443,河南函雨奇典电子科技有限公司,,,,
20444,濮阳市源泰建材有限公司,,,,
20445,河南省联云汇众信息科技有限公司,,,,
20446,郑州丰业印务有限公司,,,,
20447,河南源本水处理技术有限公司,,,,
20448,河南忠兴粮油有限公司,,,,
20449,栾川县豫粤耐磨材料有限公司,,,,
20450,河南蕴通科技有限公司,,,,
20451,河南蓓蕾环境工程有限公司,,,,
20452,周口阜瑞纺织有限公司,,,,
20453,河南鲜知智能技术有限公司,,,,
20454,河南德通固废再生装备技术有限公司,,,,
20455,郑州东升电子机柜有限公司,,,,
20456,天润科源（河南）新材料有限公司,,,,
20457,河南省百炼成钢信息技术有限责任公司,,,,
20458,新乡市万磁软件有限公司,,,,
20459,桐柏县金晟丰农业有限公司,,,,
20460,洛阳衡森农业开发有限公司,,,,
20461,驻马店市金钰新能源科技有限公司,,,,
20462,安阳优甫农业科技有限公司,,,,
20463,邓州市宏硕机械设备有限公司,,,,
20464,新野县鹏冠棉业有限公司,,,,
20465,河南建庆文化发展有限公司,,,,
20466,郑州沣泽信息科技有限公司,,,,
20467,郑州芯兰德网络科技有限公司,,,,
20468,河南智泰信息技术有限公司,,,,
20469,郑州博蓝新材料科技有限公司,,,,
20470,洛阳东方希望动物营养有限公司,,,,
20471,河南唐都科技有限公司,,,,
20472,南阳市锐觉光电有限公司,,,,
20473,商丘市雪蓉制冷设备有限公司,,,,
20474,安阳可旺食品有限责任公司,,,,
20475,尉氏县华海针织品有限公司,,,,
20476,郑州屹成机械设备有限公司,,,,
20477,郑州贝斯达精密科技有限公司,,,,
20478,河南省正烨建材有限公司,,,,
20479,河南沙先生食品有限公司,,,,
20480,郑州市梵稚科技有限公司,,,,
20481,桐柏县绿源水务有限公司,,,,
20482,河南国都时代科技有限公司,,,,
20483,河南澳柯玛专用汽车有限公司,,,,
20484,鄢陵县振峰农机专业合作社,,,,
20485,河南怡鑫新材料有限公司,,,,
20486,郑州博利达塑料包装有限公司,,,,
20487,安阳市华健建筑教育咨询有限公司,,,,
20488,郑州氪宅科技有限公司,,,,
20489,郑州万祥电力工程有限公司,,,,
20490,河南胜达机械设备有限公司,,,,
20491,郑州灿成电子科技有限公司,,,,
20492,郑州微宏信息科技有限公司,,,,
20493,河南智云联创科技有限公司,,,,
20494,河南龙达面业有限公司,,,,
20495,豫亿润生物科技（项城市）有限公司,,,,
20496,许昌福贤豆制品有限公司,,,,
20497,河南九鼎信息技术有限公司,,,,
20498,郑州创正数字科技有限公司,,,,
20499,邓州市盛达农业发展有限公司,,,,
20500,河南冠宇环保科技有限公司,,,,
20501,郑州雷曼药业有限公司,,,,
20502,开封俊启电子科技有限公司,,,,
20503,河南省恒信通装备有限公司,,,,
20504,洛阳众合新材料有限公司,,,,
20505,新乡市大为创新印刷包装机械有限公司,,,,
20506,河南康德五金制造有限公司,,,,
20507,河南清晟规划测绘有限公司,,,,
20508,郑州星云互联软件技术有限公司,,,,
20509,台前芳欣制衣有限公司,,,,
20510,洛阳希格电气自动化有限公司,,,,
20511,内乡县磊之融商贸有限公司,,,,
20512,河南凯睿游乐设备有限公司,,,,
20513,宝丰卡特眼镜科技有限公司,,,,
20514,河南中海盈检测技术有限公司,,,,
20515,河南西弘电气设备有限公司,,,,
20516,河南啊哩呀嘿网络科技有限公司,,,,
20517,河南大生实业发展有限公司,,,,
20518,南阳祥郡供应链服务有限公司,,,,
20519,河南钰平电子科技有限公司,,,,
20520,河南子贤信息科技有限公司,,,,
20521,河南小樱桃动漫集团有限公司,,,,
20522,河南省修之合药业有限公司,,,,
20523,南阳拓捷商贸有限公司,,,,
20524,河南羽柔卫生用品有限公司,,,,
20525,濮阳市宝力奇润滑油有限公司,,,,
20526,许昌市九星机械制造有限公司,,,,
20527,河南新鹰塑业有限公司,,,,
20528,河南安轨智科机械设备有限公司,,,,
20529,河南天盛景观规划设计院有限公司,,,,
20530,河南豫米农业发展有限公司,,,,
20531,郑州华普密封材料有限公司,,,,
20532,许昌金鼎商品混凝土有限公司,,,,
20533,南阳市宛城区大山现代农技服务专业合作社,,,,
20534,河南泰柔新材料科技有限公司,,,,
20535,禹州市银星专用磨料有限公司,,,,
20536,郑州市华中模具设备有限公司,,,,
20537,郑州市合瑞电气设备有限公司,,,,
20538,新乡市路一公路养护科技有限公司,,,,
20539,郑州尚叠信息科技有限公司,,,,
20540,许昌市建安区军辉农业专业合作社,,,,
20541,俏福圣药业有限公司,,,,
20542,郑州海为电子科技有限公司,,,,
20543,河南省旷华食品有限公司,,,,
20544,河南治力环保科技有限公司,,,,
20545,鹿邑县瑞康医疗器械有限公司,,,,
20546,台前县创辉工艺制品有限公司,,,,
20547,郑州易能电力科技有限公司,,,,
20548,许昌市轩之予市政园林工程有限公司,,,,
20549,郑州中锐电子科技有限公司,,,,
20550,宝丰县御汝缘汝瓷有限公司,,,,
20551,郑州创正文化传播有限公司,,,,
20552,内乡县星帆物流服务有限公司,,,,
20553,商丘市恒威科技有限公司,,,,
20554,罗山县金智农业科技有限公司,,,,
20555,安阳驰阳网络科技有限公司,,,,
20556,河南华卫医信科技集团有限公司,,,,
20557,郑州方圆信息技术有限公司,,,,
20558,河南睿嵩检测技术有限公司,,,,
20559,郑州恒友机械制造有限公司,,,,
20560,郑州普日菲特科技有限公司,,,,
20561,郑州泰普科技有限公司,,,,
20562,河南联成创科网络科技有限公司,,,,
20563,宝丰县瑞玺汝瓷有限公司,,,,
20564,河南宝蓝智能科技有限公司,,,,
20565,邓州市双根新型建材有限公司,,,,
20566,河南泓溯建设工程有限公司,,,,
20567,淮滨县昌兴纺织有限公司,,,,
20568,许昌市建安区信誉生态农业有限公司,,,,
20569,郑州金盾消防检测有限公司,,,,
20570,濮阳洁源生物科技有限公司,,,,
20571,正阳县天海心电子商务有限公司,,,,
20572,河南路迈信息科技有限公司,,,,
20573,郑州高氏电磁感应加热设备有限公司,,,,
20574,洛阳跃驰运输有限公司,,,,
20575,郑州溢彩印务有限公司,,,,
20576,郑州飞亚电子科技有限公司,,,,
20577,唐河县焱鹏农作物种植专业合作社,,,,
